"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
f16_alcohol_gt6_days,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">How many days <em>in the last 3 months</em> have you had more than 6 drinks in a session?",,,number,,,,"[f16_alcohol_gt6] = '1'",,RH,,,,
f16_alcohol_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped drinking alcohol, what gestation was this (<em>in weeks</em>)?",,weeks,number,,,,"[f16_drug_alc(1)] = '1'",,,,,,
f16_alcohol_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drug_alc(1)] = '1'",,LH,,,,
f16_cig_desc,form_16_current_pregnancy_iii,,descriptive,"<span style=""background-color: LemonChiffon;""><div style=""font-size: 1.2em""><font color=""blue"";>Cigarettes</div></font>",,,,,,,"[f16_drug_alc(2)] = '1'",,,,,,
f16_cigarette,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">On average, <em>in the last 3 months</em>, how many cigarettes have you smoked per day? ",,,number,,,,"[f16_drug_alc(2)] = '1'",,,,,,
f16_cigarette_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped smoking cigarettes, what gestation was this (<em>in weeks</em>)?",,weeks,number,,,,"[f16_drug_alc(2)] = '1'",,,,,,
f16_cigarette_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drug_alc(2)] = '1'",,LH,,,,
f16_drug_desc,form_16_current_pregnancy_iii,,descriptive,"<span style=""background-color: LemonChiffon;""><div style=""font-size: 1.2em""><font color=""blue"";>Drugs</div></font>",,,,,,,"[f16_drug_alc(3)] = '1'",,,,,,
f16_drugs,form_16_current_pregnancy_iii,,checkbox,"Which drugs have you taken in the last 3 months?","1, Marijuana | 2, Cocaine/crack | 3, Amphetamines (not P/Crystal meth) | 4, Substance P/crystal meth | 5, XTC | 6, Opiates | 7, Hallucinogens | 8, Herbal highs | 9, E-cigarettes (with nicotine) | 10, E-cigarettes (without nicotine) | 11, Nicotine replacement (patches, gum) | 12, Shisha (hookah) | 13, Other",,,,,,"[f16_drug_alc(3)] = '1'",,LV,,,,
f16_marij,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken Marijuana? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(1)] = '1'",,,,,,
f16_marij_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking Marijuana, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(1)] = '1'",,,,,,
f16_marij_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(1)] = '1'",,LH,,,,
f16_cocaine,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken Cocaine/crack? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(2)] = '1'",,,,,,
f16_cocaine_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking Cocaine/crack, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(2)] = '1'",,,,,,
f16_cocaine_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(2)] = '1'",,LH,,,,
f16_amphet,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken Amphetamines? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(3)] = '1'",,,,,,
f16_amphet_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking Amphetamines, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(3)] = '1'",,,,,,
f16_amphet_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(3)] = '1'",,LH,,,,
f16_subsp,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken Substance P/crystal meth? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(4)] = '1'",,,,,,
f16_subsp_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking Substance P/crystal meth, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(4)] = '1'",,,,,,
f16_subsp_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(4)] = '1'",,LH,,,,
f16_xtc,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken XTC? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(5)] = '1'",,,,,,
f16_xtc_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking XTC, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(5)] = '1'",,,,,,
f16_xtc_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(5)] = '1'",,LH,,,,
f16_opiates,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken Opiates? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(6)] = '1'",,,,,,
f16_opiates_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking Opiates, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(6)] = '1'",,,,,,
f16_opiates_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(6)] = '1'",,LH,,,,
f16_halluc,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken Hallucinogens? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(7)] = '1'",,,,,,
f16_halluc_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking Hallucinogens, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(7)] = '1'",,,,,,
f16_halluc_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(7)] = '1'",,LH,,,,
f16_herbal,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken Herbal highs? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(8)] = '1'",,,,,,
f16_herbal_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking Herbal highs, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(8)] = '1'",,,,,,
f16_herbal_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(8)] = '1'",,LH,,,,
f16_ecig_nic,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken E-cigarettes (with nicotine)? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(9)] = '1'",,,,,,
f16_ecig_nic_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking E-cigarettes (with nicotine), what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(9)] = '1'",,,,,,
f16_ecig_nic_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(9)] = '1'",,LH,,,,
f16_ecig,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken E-cigarettes (without nicotine)? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(10)] = '1'",,,,,,
f16_ecig_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking E-cigarettes (without nicotine), what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(10)] = '1'",,,,,,
f16_ecig_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(10)] = '1'",,LH,,,,
f16_nico_rep,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken Nicotine replacement? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(11)] = '1'",,,,,,
f16_nico_rep_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking Nicotine replacement, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(11)] = '1'",,,,,,
f16_nico_rep_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(11)] = '1'",,LH,,,,
f16_shisha,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken Shisha (hookah)? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(12)] = '1'",,,,,,
f16_shisha_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking Shisha (hookah), what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(12)] = '1'",,,,,,
f16_shisha_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(12)] = '1'",,LH,,,,
f16_oth_drug,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;""><em>In the last 3 months</em>, how many times have you taken other drugs? ",,"(e.g. once a week, daily)",,,,,"[f16_drugs(13)] = '1'",,,,,,
f16_oth_drug_cease,form_16_current_pregnancy_iii,,text,"<span style=""font-weight: normal;"">If you have stopped taking other drugs, what gestation was this (in weeks)?",,weeks,number,,,,"[f16_drugs(13)] = '1'",,,,,,
f16_oth_drug_com,form_16_current_pregnancy_iii,,notes,"<span style=""font-weight: normal;"">Any comments?",,,,,,,"[f16_drugs(13)] = '1'",,LH,,,,
f17_nodata,form_17_lifestyle_questionnaire_ii,,descriptive,"<div class=""green"" style=""text-align:center;"">
<h3 style=""text-align:center;"">No data required for this form</h3>
Please mark form as complete.

</div>",,,,,,,"[f12_fetal_outcome] = '2' or [f12_fetal_outcome] = '3' or [f12_fetal_outcome] = '4' or [f12_fetal_outcome] = '5' or [f12_fetal_outcome] = '6' or [f12_fetal_outcome] = '7' or [f12_fetal_outcome] = '8' or [f14_34wk] = '0' or [f1_rcentre] = '2'",,,,,,
f17_hrs_desc,form_17_lifestyle_questionnaire_ii,,descriptive,"In an average week, how many hours do you spend...",,,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_hrs_paid_employ,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours in paid employment</div>",,"[enter 0 if none]",number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_hrs_study,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours studying</div>",,,number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_hrs_household,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours of household duties</div>",,,number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_hrs_relax,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours relaxing (reading, hobbies etc)</div>",,,number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_hrs_exercise,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div align=""right"">Hours exercising</div>",,,number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_work_quest,form_17_lifestyle_questionnaire_ii,,descriptive,"<hr/>
How would you describe your activities at work?
<span style=""font-weight: normal;"">Circle the one that best describes your main activities at work",,,,,,,"[f17_hrs_paid_employ] > 0",,,,,,
f17_work_activity,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Administrative / sitting activities","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_work_activity_2,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Sitting and some walking","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_work_activity_3,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Standing","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_work_activity_4,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">Standing & walking","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_work_activity_5,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Standing & walking work plus intermittent strenuous exercise","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_work_activity_6,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Regular strenuous exercise ","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_desc,form_17_lifestyle_questionnaire_ii,,descriptive,"<hr/>
How  do you feel at the end of your normal working day?
<span style=""font-weight: normal;"">Please answer these questions in relation to how you have been feeling <strong><font color=""green"">in the last month</strong></font>.</span>",,,,,,,"[f17_hrs_paid_employ] > 0",,,,,,
f17_nfr_1,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">I find it hard to relax at the end of a working day","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_2,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">At the end of a working day I am really feeling worn-out","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_3,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">My job causes me to feel rather exhausted at the end of a working day","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_4,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">I have trouble concentrating in the hours off after my working day","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_5,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">I find it hard to show interest in other people when I just came home from work","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_6,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">In general, it takes me over an hour to feel fully recovered after work","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_7,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">When I get home, people should leave me alone for some time","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_8,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">After a working day I am often too tired to start other activities","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_9,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">During the last part of the working day I cannot optimally perform my job because of fatigue sometimes","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_10,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Generally speaking, I'm still feeling fresh after supper","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_nfr_11,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Generally speaking, I'm able to relax only on a second day off","0, No | 1, Yes",,,,,,"[f17_hrs_paid_employ] > 0",,RH,,,,
f17_pss_q1,form_17_lifestyle_questionnaire_ii,"<div style=""font-size: 1.5em"">2. Stress</div>
<span style=""font-weight: normal;"">The next questions ask about your feelings and thoughts during <strong>THE LAST MONTH</strong>.

In each case, you will be asked to indicate how often you felt or thought a certain way. Although some of the questions are similar, there are differences between them and you should treat each one as a separate question. The best approach is to answer each question fairly quickly. Don't try to count up the number of times you felt a particular way, but rather select the answer that you think best fits for you.</span>

In the <font color=""green"">last month</font>, how often have you:",radio,"<span style=""font-weight: normal;"">Been upset because of something that happened unexpectedly?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_q2,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Felt that you were unable to control the important things in your life?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_q3,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Felt nervous and stressed?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_q4,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Felt confident about your ability to handle your personal problems?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_q5,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Felt that things were going your way?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_q6,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Found that you could not cope with all the things you had to do?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_q7,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Been able to control irritations in your life?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_q8,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Felt that you were on top of things?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_q9,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Been angered because of things that happened that were outside of your control?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_q10,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Felt difficulties were piling up so high that you could not overcome them?","1, Never | 2, Almost Never | 3, Sometimes | 4, Fairly Often | 5, Very Often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17,,
f17_pss_score,form_17_lifestyle_questionnaire_ii,,calc,"PSS score",([f17_pss_q1]-1)+([f17_pss_q2]-1)+([f17_pss_q3]-1)+([f17_pss_q6]-1)+([f17_pss_q9]-1)+([f17_pss_q10]-1)+(([f17_pss_q4]*-1)+5)+(([f17_pss_q5]*-1)+5)+(([f17_pss_q7]*-1)+5)+(([f17_pss_q8]*-1)+5),,,,,,,,,,,,
f17_mood_1,form_17_lifestyle_questionnaire_ii,"<div style=""font-size: 1.5em"">3. Mood</div>",radio,"1. In the <font color=""green"">last week</font>, I have been able to laugh and see the funny side of things:","1, As much as I always could | 2, Not quite so much now | 3, Definitely not so much now | 4, Not at all",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_mood_2,form_17_lifestyle_questionnaire_ii,,radio,"2. In the <font color=""green"">last week</font>, I have looked forward with enjoyment to things:","1, As much as I ever did | 2, Rather less than I used to | 3, Definitely less than I used to | 4, Hardly at all",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_mood_3,form_17_lifestyle_questionnaire_ii,,radio,"3. In the <font color=""green"">last week</font>, I have blamed myself unnecessarily when things went wrong:","1, Yes, most of the time | 2, Yes, some of the time | 3, Not very often | 4, No, never",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_mood_4,form_17_lifestyle_questionnaire_ii,,radio,"4. In the <font color=""green"">last week</font>, I have felt anxious or worried for no very good reason:","1, No, not at all | 2, Hardly ever | 3, Yes, sometimes | 4, Yes, very often",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_mood_5,form_17_lifestyle_questionnaire_ii,,radio,"5. In the <font color=""green"">last week</font>, I have felt scared or panicky for no very good reason:","1, Yes, quite a lot | 2, Yes, sometimes | 3, No, not much | 4, No, not at all",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_mood_6,form_17_lifestyle_questionnaire_ii,,radio,"6. In the <font color=""green"">last week</font>, things have been getting on top of me:","1, Yes, most of the time I haven't been able to cope at all | 2, Yes, sometimes I haven't been coping as well as usual | 3, No, Most of the time I have coped quite well | 4, No, I have been coping as well as ever",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_mood_7,form_17_lifestyle_questionnaire_ii,,radio,"7. In the <font color=""green"">last week</font>, I have been so unhappy that I have had difficulty sleeping:","1, Yes, most of the time | 2, Yes, sometimes | 3, Not very often | 4, No, not at all",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_mood_8,form_17_lifestyle_questionnaire_ii,,radio,"8. In the <font color=""green"">last week</font>, I have felt sad or miserable:","1, Yes, most of the time | 2, Yes, quite often | 3, Not very often | 4, No, not at all",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_mood_9,form_17_lifestyle_questionnaire_ii,,radio,"9. In the <font color=""green"">last week</font>, I have been so unhappy that I have been crying:","1, Yes, most of the time | 2, Yes, quite often | 3, Only occasionally | 4, No, never",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_mood_10,form_17_lifestyle_questionnaire_ii,,radio,"10. In the <font color=""green"">last week</font>, the thought of harming myself has occurred to me:","1, Yes, quite often | 2, Sometimes | 3, Hardly ever | 4, Never",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_epds_34wk,form_17_lifestyle_questionnaire_ii,,calc,"EPDS score","([f17_mood_1]-1) + ([f17_mood_2]-1) + (([f17_mood_3]*-1)+4) + ([f17_mood_4]-1) + (([f17_mood_5]*-1)+4) + (([f17_mood_6]*-1)+4) + (([f17_mood_7]*-1)+4) + (([f17_mood_8]*-1)+4) + (([f17_mood_9]*-1)+4) + (([f17_mood_10]*-1)+4)",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_exer_desp,form_17_lifestyle_questionnaire_ii,"<div style=""font-size: 1.5em"">4. Exercise and Sleep</div>
<span style=""font-weight: normal;"">1. On average, how many hours do you currently spend each day doing the following? Please type the number of hours for each activity.",descriptive,"On weekdays:",,,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_standing_wkday,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Standing",,"hours per day",number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_resting_wkday,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Physically resting during the day",,"hours per day",number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_sleeping_day_wkday,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Sleeping during the day",,"hours per day",number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_sleeping_night_wkday,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Sleeping at night",,"hours per day",number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_exer_desp2_f8d,form_17_lifestyle_questionnaire_ii,,descriptive,"On weekend days:",,,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_standing_wkend,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Standing",,"hours per day",number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_resting_wkend,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Physically resting during the day",,"hours per day",number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_sleeping_day_wkend,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Sleeping during the day",,"hours per day",number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
